"movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","aspect_ratio","movie_facebook_likes","imdb_score"
"JFK "," Black and White","Oliver Stone","125","206","0","4","Jay O. Sanders","433","70405498","Sally Kirkland","113472","698","Cheryl Penland","1","http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1","442","English","France","R","40000000","1991","256","2.35","0","8"
"Unleashed ","Color","Louis Leterrier","177","103","255","5000","Jet Li","11000","24520892","Morgan Freeman","85198","22383","Bob Hoskins","1","http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1","303","English","France","R","45000000","2005","5000","2.35","0","7"
"Get Real             ","Color",,"1","60",,"143","Jon Tenney","11000",,"Anne Hathaway","415","11618","Debrah Farentino","5","http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1","26","English","USA",,,,"289","1.33","43","7.3"
"Karachi se Lahore ","Color","Wajahat Rauf","6",,"3","4","Ayesha Omar","7",,"Rasheed Naz","876","19","Javed Sheikh","9","http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1","15","Urdu","Pakistan",,"1000000","2015","5",,"259","7"
"The Adventures of Ford Fairlane ","Color","Renny Harlin","48","104","212","380","Gilbert Gottfried","879","21413502","Lauren Holly","14429","2795","David Patrick Kelly","5","http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1","113","English","USA","R","40000000","1990","560","2.35","2000","6.3"
"Transcendence ","Color","Wally Pfister","355","119","0","968","Morgan Freeman","40000","23014504","Johnny Depp","172707","54031","Clifton Collins Jr.","1","http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1","462","English","UK","PG-13","100000000","2014","11000","2.35","37000","6.3"
"Labor Day ","Color","Jason Reitman","217","111","655","405","Kate Winslet","24000","13362308","J.K. Simmons","31898","39307","Brooke Smith","1","http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1","111","English","USA","PG-13","18000000","2013","14000","2.35","0","6.9"
"Furious 7 ","Color","James Wan","424","140","0","14000","Paul Walker","26000","350034110","Jason Statham","278232","79150","Vin Diesel","0","http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1","657","English","USA","PG-13","190000000","2015","23000","2.35","94000","7.2"
"Forty Shades of Blue ","Color","Ira Sachs","39","108","60","121","Jenny O'Hara","826",,"Rip Torn","1134","1240","Darren E. Burrows","0","http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1","26","English","USA","R","1500000","2005","189","1.85","216","6"
"Spaceballs ","Color","Mel Brooks","103","96","0","542","Dick Van Patten","1000","38119483","Joan Rivers","136667","2936","Michael Winslow","2","http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1","273","English","USA","PG","22700000","1987","605","1.85","13000","7.1"
"The Possession ","Color","Ole Bornedal","264","92","30","309","Madison Davenport","941","49122319","Kyra Sedgwick","47169","2348","Natasha Calis","0","http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1","162","English","USA","PG-13","14000000","2012","459","2.35","17000","5.9"
"Yentl ","Color","Barbra Streisand","16","132","0","122","Amy Irving","405","30400000","Miriam Margolyes","9503","914","Steven Hill","1","http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1","68","English","UK","PG","12000000","1983","194","1.85","0","6.6"
"I Think I Love My Wife ","Color","Chris Rock","97","94","0","458","Eliza Coupe","12000","12550242","Steve Buscemi","13866","13446","Wendell Pierce","3","http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1","55","English","USA","R",,"2007","490","1.85","488","5.5"
"Strange Wilderness ","Color","Fred Wolf","58","87","29","522","Ashley Scott","1000","6563357","Kevin Alejandro","18571","4218","Jeff Garlin","4","http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1","120","English","USA","R","20000000","2008","794","2.35","847","5.3"
"Alex Rider: Operation Stormbreaker ","Color","Geoffrey Sax","66","93","13","173","Sophie Okonedo","15000","652526","Alex Pettyfer","20201","15638","Ashley Walters","3","http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1","187","English","Germany","PG","40000000","2006","460","2.35","823","5.1"
"Highlander: Endgame ","Color","Douglas Aarniokoski","90","101","36","377","Adrian Paul","1000","12801190","Christopher Lambert","16340","2764","Adam Copeland","1","http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1","355","English","USA","R","15000000","2000","786","2.35","356","4.6"
"The Dress ","Color","Alex van Warmerdam","19","95","53","2","Ariane Schluter","20",,"Rijk de Gooyer","1470","25","Henri Garcin","0","http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1","5","Dutch","Netherlands",,"2650000","1996","3","1.85","121","7"
"Robin Hood: Prince of Thieves ","Color","Kevin Reynolds","67","155","58","720","Morgan Freeman","25000","165500000","Alan Rickman","145257","38518","Michael Wincott","0","http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1","322","English","USA","PG-13","48000000","1991","11000","1.85","0","6.9"
"Sex and the City 2 ","Color","Michael Patrick King","221","146","127","722","Liza Minnelli","962","95328937","Chris Noth","59581","4555","Kristin Davis","4","http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1","293","English","USA","R","100000000","2010","740","1.85","0","4.3"
"Black Rain ","Color","Ridley Scott","63","125","0","237","Ken Takakura","939","45645204","Stephen Root","39306","1748","Kate Capshaw","2","http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1","119","English","USA","R","30000000","1989","255","2.35","0","6.6"
"Red Sonja ","Color","Richard Fleischer","59","89","130","183","Brigitte Nielsen","444",,"Ernie Reyes Jr.","30215","1243","Sandahl Bergman","1","http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1","95","English","Netherlands","PG-13","17900000","1985","312","2.35","0","5"
"Deadline - U.S.A. "," Black and White","Richard Brooks","27","87","174","114","Jim Backus","2000",,"Humphrey Bogart","1756","2831","Kim Hunter","0","http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1","28","English","USA",,,"1952","399","1.37","169","7.2"
"Armored ","Color","Nimród Antal","107","88","190","163","Fred Ward","137000","15988876","Andrew Fiscella","26236","137712","Lorna Raver","6","http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1","110","English","USA","PG-13","27000000","2009","459","2.35","0","5.7"
"The Rainmaker ","Color","Francis Ford Coppola","91","135","0","913","Dean Stockwell","13000","45856732","Matt Damon","46221","16762","Virginia Madsen","1","http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1","141","English","USA","PG-13","40000000","1997","936","2.35","0","7.1"
"The Thing ","Color","John Carpenter","297","109","0","145","Richard Masur","957","13782838","Wilford Brimley","258078","1757","David Clennon","0","http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1","911","English","USA","R","15000000","1982","163","2.35","23000","8.2"
"Wicker Park ","Color","Paul McGuigan","98","114","118","40","Christopher Cousins","489","12831121","Jessica Paré","44979","679","Mark Camacho","0","http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1","298","English","USA","PG-13","30000000","2004","93","2.35","0","7"
"Obvious Child ","Color","Gillian Robespierre","155","84","9","313","Jenny Slate","612","3122616","Gaby Hoffmann","16594","1587","Jake Lacy","1","http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1","73","English","USA","R",,"2014","457","2.35","0","6.8"
"Signed Sealed Delivered ","Color","Scott Smith","1","87","2","318","Daphne Zuniga","637",,"Eric Mabius","629","2283","Crystal Lowe","2","http://www.imdb.com/title/tt3000844/?ref_=fn_tt_tt_1","6","English","Canada",,,"2013","470",,"84","7.7"
"The Box ","Color","Richard Kelly","287","115","219","258","Gillian Jacobs","902","15045676","Frank Langella","76303","2466","Celia Weston","1","http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1","376","English","USA","PG-13","16000000","2009","837","2.35","0","5.6"
"The Rocket: The Legend of Rocket Richard ","Color","Charles Binamé","20","124","2","23","Roy Dupuis","413",,"Stephen McHattie","4412","733","Julie LeBreton","0","http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1","31","French","Canada","PG","8000000","2005","265","2.35","520","7.7"
"Sinbad: Legend of the Seven Seas ","Color","Patrick Gilmore","98","85","0","82","Adriano Giannini","11000","26288320","Brad Pitt","36144","11301","Timothy West","0","http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1","91","English","USA","PG","60000000","2003","102","1.66","880","6.7"
"Funny People ","Color","Judd Apatow","230","153","0","130","RZA","11000","51814190","Adam Sandler","100837","11852","Maude Apatow","1","http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1","301","English","USA","R","75000000","2009","561","1.85","0","6.4"
"Neal 'N' Nikki ","Color","Arjun Sablok","5","97","0","40","Uday Chopra","374","100358","Abhishek Bachchan","1167","602","Samantha McLeod","2","http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1","24","English","India",,"1500000","2005","145","2.35","66","3.3"
"How to Be Single ","Color","Christian Ditter","148","110","11","591","Damon Wayans Jr.","2000","46813366","Alison Brie","39440","4882","Nicholas Braun","4","http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1","83","English","USA","R","38000000","2016","756","2.35","15000","6.1"
"Cellular ","Color","David R. Ellis","127","94","160","167","Valerie Cruz","550","32003620","Richard Burgi","79141","1102","Will Beinbrink","1","http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1","355","English","USA","PG-13","25000000","2004","216","2.35","2000","6.5"
"Mars Needs Moms ","Color","Simon Wells","132","88","25","433","Dan Fogler","921","21379315","Elisabeth Harnois","17590","2652","Tom Everett Scott","0","http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1","112","English","USA","PG","150000000","2011","562","2.35","0","5.4"
"The 6th Day ","Color","Roger Spottiswoode","170","123","55","956","Michael Rapaport","3000","34543701","Robert Duvall","100001","5839","Tony Goldwyn","1","http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1","289","English","USA","PG-13","82000000","2000","975","2.35","0","5.9"
"The O.C.             ","Color",,"20","44",,"650","Melinda Clarke","828",,"Peter Gallagher","65785","2546","Tate Donovan","8","http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1","281","English","USA","TV-PG",,,"787","1.78","0","7.5"
"Divine Secrets of the Ya-Ya Sisterhood ","Color","Callie Khouri","93","116","144","477","Fionnula Flanagan","1000","69586544","Ellen Burstyn","15352","3845","Matthew Settle","4","http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1","199","English","USA","PG-13","27000000","2002","482","2.35","0","6"
"Valiant ","Color","Gary Chapman","93","76","2","72","Olivia Williams","1000","19447478","Jim Broadbent","15788","1908","Pip Torrens","0","http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1","80","English","UK","G","35000000","2005","766","1.85","538","5.6"
"The Quiet American ","Color","Phillip Noyce","149","101","176","83","Tzi Ma","3000","12987647","Brendan Fraser","24019","3431","Holmes Osborne","2","http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1","199","English","UK","R","30000000","2002","268","2.35","983","7.1"
"Joe ","Color","David Gordon Green","232","117","234","221","Tye Sheridan","12000","371897","Nicolas Cage","36494","13607","Ronnie Gene Blevins","2","http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1","118","English","USA","R","4000000","2013","1000","2.35","11000","6.9"
"Big Mommas: Like Father, Like Son ","Color","John Whitesell","88","113","14","534","Tony Curran","918","37911876","Brandon T. Jackson","19671","3500","Portia Doubleday","2","http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1","47","English","USA","PG-13","32000000","2011","845","2.35","0","4.4"
"Everest ","Color","Baltasar Kormákur","361","121","175","221","Martin Henderson","963","43247140","Michael Kelly","134625","2131","Tom Goodman-Hill","0","http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1","265","English","UK","PG-13","55000000","2015","580","2.35","40000","7.1"
"Punch-Drunk Love ","Color","Paul Thomas Anderson","251","95","0","98","Emily Watson","11000","17791031","Adam Sandler","109855","11994","Don McManus","0","http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1","888","English","USA","R","25000000","2002","876","2.35","0","7.3"
"The Loss of Sexual Innocence ","Color","Mike Figgis","31","106","81","687","Saffron Burrows","2000","399793","Kelly Macdonald","2877","4343","Julian Sands","0","http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1","70","English","USA","R","4000000","1999","811","1.78","111","5.4"
"The Color of Money ","Color","Martin Scorsese","59","119","17000","638","Bill Cobbs","10000","52293982","Tom Cruise","57831","11895","Mary Elizabeth Mastrantonio","1","http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1","115","English","USA","R","13800000","1986","970","1.85","0","7"
"Treasure Planet ","Color","Ron Clements","127","95","63","720","Martin Short","23000","38120554","Joseph Gordon-Levitt","71527","26940","Michael Wincott","0","http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1","217","English","USA","PG","140000000","2002","770","1.5","0","7.1"
"Reign of Fire ","Color","Rob Bowman","138","101","38","11000","Gerard Butler","23000","43060566","Christian Bale","107859","53024","Matthew McConaughey","0","http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1","569","English","USA","PG-13","60000000","2002","18000","2.35","0","6.2"
"Willy Wonka & the Chocolate Factory ","Color","Mel Stuart","104","89","21","124","Jack Albertson","240",,"Peter Ostrum","128334","1011","Julie Dawn Cole","1","http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1","349","English","USA","G","3000000","1971","177","1.33","0","7.8"
"Star Trek V: The Final Frontier ","Color","William Shatner","98","107","0","643","Nichelle Nichols","12000","55210049","Leonard Nimoy","43743","14710","Walter Koenig","1","http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1","293","English","USA","PG","27800000","1989","664","2.35","0","5.4"
"On the Outs ","Color","Lori Silverbush","26","86","5","41","Flaco Navaja","68",,"Judy Marte","603","216","Dominic Colón","3","http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1","15","English","USA","R",,"2004","64",,"122","6.9"
"Baahubali: The Beginning ","Color","S.S. Rajamouli","44","159","50","72","Anushka Shetty","218","6498000","Tamannaah Bhatia","62756","554","Prabhas","1","http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1","410","Telugu","India",,"18026148","2015","133","1.85","21000","8.4"
"Ronin ","Color","John Frankenheimer","149","122","287","135","Natascha McElhone","22000","41609593","Robert De Niro","145422","24270","Michael Lonsdale","2","http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1","572","English","UK","R","55000000","1998","2000","2.35","0","7.3"
"Harry Potter and the Goblet of Fire ","Color","Mike Newell","295","157","179","10000","Daniel Radcliffe","21000","289994397","Robert Pattinson","385670","53413","Rupert Grint","1","http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1","1896","English","UK","PG-13","150000000","2005","11000","2.35","0","7.6"
"Zulu ","Color","Jérôme Salle","69","110","22","44","Tanya van Graan","5000",,"Orlando Bloom","12817","5273","Conrad Kemp","0","http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1","43","English","France","R","16000000","2013","170","2.35","0","6.7"
"Heavy Metal ","Color","Gerald Potterton","62","90","0","123","Joe Flaherty","187",,"John Vernon","23516","646","Don Francks","0","http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1","147","English","Canada","R","9300000","1981","176","1.37","0","6.7"
"Airplane! ","Color","Jim Abrahams","134","88","104","318","Lloyd Bridges","628","83400000","Peter Graves","160281","2726","Barbara Billingsley","0","http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1","427","English","USA","PG","3500000","1980","575","1.85","16000","7.8"
"Mad Hot Ballroom ","Color","Marilyn Agrelo","84","105","2","0","Eva Carrozza","0","8044906","Heather Berman","3156","0","Paul Daggett","2","http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1","65","English","USA","PG",,"2005","0","1.85","588","7.5"
"Raising Cain ","Color","Brian De Palma","33","91","0","298","Gabrielle Carteris","636","21370057","Steven Bauer","9903","1852","Gregg Henry","0","http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1","80","English","USA","R","12000000","1992","330","1.85","541","6"
"It's a Mad, Mad, Mad, Mad World ","Color","Stanley Kramer","61","197","176","760","Sid Caesar","924","46300000","Jonathan Winters","29323","4109","Spencer Tracy","0","http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1","344","English","USA","Approved","9400000","1963","898","2.76","0","7.6"
"Black Book ","Color","Paul Verhoeven","231","145","719","104","Sebastian Koch","2000","4398392","Michiel Huisman","59507","2590","Christian Berkel","1","http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1","232","Dutch","Netherlands","R","21000000","2006","380","2.35","0","7.8"
